/parsec/log/astra/events;root:astra-admin;rw-r--r--;0:0:0:0
/parsecfs;root:root;rwxr-xr-x;0:63:0:0
/parsecfs/log-user;root:root;rw---w-w-;0:0:0:0
/parsecfs/mac_enabled;root:root;r--r--r--;0:0:0:0
/parsecfs/stat;root:root;r--r--r--;0:0:0:0
/parsecfs/version;root:root;r--r--r--;0:0:0:0
/proc;root:root;r-xr-xr-x;0:63:0:0
/root;root:root;rwxr-x---;0:63:0:0
/run;root:root;rwxr-xr-x;0:63:0:0
/tmp;root:root;rwxrwxrwx;0:0:0:0
/usr;root:root;rwxr-x---;0:63:0:0
/usr/bin;root:root;rwxr-xr-x;0:63:0:0
/usr/bin/bsd-write;root:tty;rwxr-sr-x;0:63:0:0
/usr/bin/bwrap;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/chage;root:shadow;rwxr-sr-x;0:63:0:0
/usr/bin/chfn;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/chsh;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/crontab;root:crontab;rwxr-sr-x;0:63:0:0
/usr/bin/dotlockfile;root:root;rwxr-sr-x;0:63:0:0
/usr/bin/expiry;root:shadow;rwxr-sr-x;0:63:0:0
/usr/bin/fly-wmpam;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/fusermount;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/gpasswd;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/mail-lock;root:root;rwxr-sr-x;0:63:0:0
/usr/bin/mail-touchlock;root:mail;rwxr-sr-x;0:63:0:0
/usr/bin/mail-unlock;root:mail;rwxr-sr-x;0:63:0:0
/usr/bin/mount;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/netkit-rcp;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/netkit-rlogin;;rwsr-xr-x;0:63:0:0
/usr/bin/netkit-rsh;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/newgrp;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/ntfs-3g;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/passwd;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/pkexec;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/ssh-agent;root:ssh;rwxr-sr-x;0:63:0:0
/usr/bin/su;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/sudo;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/sumac;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/umount;root:root;rwsr-xr-x;0:63:0:0
/usr/bin/wall;root:tty;rwxr-xr-x;0:63:0:0
/usr/etc;root:root;rwxr-xr-x;0:63:0:0
/usr/include;root:root;rwxr-xr-x;0:63:0:0
/usr/lib;root:root;rwxr-xr-x;0:63:0:0
/usr/lib/cups/backend/cups-brf;root:root;rwx------;0:63:0:0
/usr/lib/cups/backend/dnssd;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend/ipp;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend/lpd;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend/mdns;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend/serial;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend/serial;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend/usb;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend-available/dnssd;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend-available/lpd;root:root;rwxr--r--;0:63:0:0
/usr/lib/cups/backend-available/usb;root:root;rwxr--r--;0:63:0:0
/usr/lib/dbus-1.0/dbus-daemon-launch-helper;root:messagebus;rwxr-xr--;0:63:0:0
/usr/lib/eject/dmcrypt-get-device;root:root;rwsr-xr-x;0:63:0:0
/usr/lib/mc/cons.saver;root:tty;rwxr-xr-x;0:63:0:0
/usr/lib/openssh/ssh-keysign;root:root;rwsr-xr-x;0:63:0:0
/usr/lib/policykit-1/polkit-agent-helper-1;root:root;rwsr-xr-x;0:63:0:0
/usr/lib/udev/hwdb.bin;root:root;r--r--r--;0:63:0:0
/usr/lib/x86_64-linux-gnu/samba/smbspool_krb5_wrapper;root:root;rwx------;0:63:0:0
/usr/lib/x86_64-linux-gnu/utempter/utempter;root:utmp;rwxr-sr-x;0:63:0:0
/usr/local;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/bin;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/etc;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/games;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/include;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/lib;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/lib/python2.7;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/lib/python2.7/dist-packages;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/lib/python2.7/site-packages;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/lib/python3.7;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/lib/python3.7/dist-packages;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/sbin;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/share;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/share/ca-certificates;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/share/fonts;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/share/man;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/share/texmf;root:staff;rwxrwxr-x;0:63:0:0
/usr/local/src;root:staff;rwxrwxr-x;0:63:0:0
/usr/sbin;root:root;rwxr-xr-x;0:63:0:0
/usr/sbin/astra-autologin-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-bash-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-commands-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-console-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-digsig-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-docker-isolation;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-format-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-hardened-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-ilev1-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-interpreters-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-interpreters-lock-test;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-lkrg-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-mac-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-macros-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-mic-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-modban-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-mode-apps;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-modeswitch;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-mount-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-noautonet-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-nobootmenu-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-nochmodx-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-overlay;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-ptrace-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-secdel-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-secdel-swapwiper;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-secureboot;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-security-monitor;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-shutdown-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-strictmode-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-sudo-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-sumac-lock;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-swapwiper-control;root:root;rwxrwxr-x;0:63:0:0
/usr/sbin/astra-sysrq-lock;root:root;rwxrwxr-x;0:63:0:0
